region,subregion,country,org,iso3,year,total_sum_count
Africa,Northern Africa,Algeria,CTBTO,DZA,2022,2
Africa,Northern Africa,Algeria,FAO,DZA,2022,9
Africa,Northern Africa,Algeria,IAEA,DZA,2022,5
Africa,Northern Africa,Algeria,ICAO,DZA,2022,1
Africa,Northern Africa,Algeria,ICJ,DZA,2022,1
Africa,Northern Africa,Algeria,ICSC,DZA,2022,1
Africa,Northern Africa,Algeria,IFAD,DZA,2022,2
Africa,Northern Africa,Algeria,ILO,DZA,2022,29
Africa,Northern Africa,Algeria,IMO,DZA,2022,1
Africa,Northern Africa,Algeria,IOM,DZA,2022,7
Africa,Northern Africa,Algeria,ITC,DZA,2022,1
Africa,Northern Africa,Algeria,ITCILO,DZA,2022,1
Africa,Northern Africa,Algeria,ITU,DZA,2022,7
Africa,Northern Africa,Algeria,UN,DZA,2022,70
Africa,Northern Africa,Algeria,UN WOMEN,DZA,2022,1
Africa,Northern Africa,Algeria,UNAIDS,DZA,2022,3
Africa,Northern Africa,Algeria,UNDP,DZA,2022,30
Africa,Northern Africa,Algeria,UNESCO,DZA,2022,24
Africa,Northern Africa,Algeria,UNFPA,DZA,2022,8
Africa,Northern Africa,Algeria,UNHCR,DZA,2022,62
Africa,Northern Africa,Algeria,UNICEF,DZA,2022,34
Africa,Northern Africa,Algeria,UNIDO,DZA,2022,6
Africa,Northern Africa,Algeria,UNITAR,DZA,2022,1
Africa,Northern Africa,Algeria,UNOPS,DZA,2022,3
Africa,Northern Africa,Algeria,UNWTO,DZA,2022,2
Africa,Northern Africa,Algeria,UPU,DZA,2022,2
Africa,Northern Africa,Algeria,WFP,DZA,2022,29
Africa,Northern Africa,Algeria,WHO,DZA,2022,29
Africa,Northern Africa,Algeria,WIPO,DZA,2022,9
Africa,Northern Africa,Egypt,CTBTO,EGY,2022,2
Africa,Northern Africa,Egypt,FAO,EGY,2022,49
Africa,Northern Africa,Egypt,IAEA,EGY,2022,18
Africa,Northern Africa,Egypt,ICAO,EGY,2022,20
Africa,Northern Africa,Egypt,IFAD,EGY,2022,13
Africa,Northern Africa,Egypt,ILO,EGY,2022,70
Africa,Northern Africa,Egypt,IMO,EGY,2022,4
Africa,Northern Africa,Egypt,IOM,EGY,2022,141
Africa,Northern Africa,Egypt,ITC,EGY,2022,1
Africa,Northern Africa,Egypt,ITCILO,EGY,2022,3
Africa,Northern Africa,Egypt,ITU,EGY,2022,11
Africa,Northern Africa,Egypt,UN,EGY,2022,276
Africa,Northern Africa,Egypt,UN WOMEN,EGY,2022,30
Africa,Northern Africa,Egypt,UNAIDS,EGY,2022,9
Africa,Northern Africa,Egypt,UNDP,EGY,2022,70
Africa,Northern Africa,Egypt,UNESCO,EGY,2022,16
Africa,Northern Africa,Egypt,UNFCCC,EGY,2022,1
Africa,Northern Africa,Egypt,UNFPA,EGY,2022,49
Africa,Northern Africa,Egypt,UNHCR,EGY,2022,191
Africa,Northern Africa,Egypt,UNICEF,EGY,2022,87
Africa,Northern Africa,Egypt,UNIDO,EGY,2022,8
Africa,Northern Africa,Egypt,UNJSPF,EGY,2022,1
Africa,Northern Africa,Egypt,UNOPS,EGY,2022,3
Africa,Northern Africa,Egypt,UNRWA,EGY,2022,2
Africa,Northern Africa,Egypt,UPU,EGY,2022,2
Africa,Northern Africa,Egypt,WFP,EGY,2022,139
Africa,Northern Africa,Egypt,WHO,EGY,2022,403
Africa,Northern Africa,Egypt,WIPO,EGY,2022,8
Africa,Northern Africa,Egypt,WMO,EGY,2022,1
Africa,Northern Africa,Libyan Arab Jamahiriya,FAO,LBY,2022,3
Africa,Northern Africa,Libyan Arab Jamahiriya,IAEA,LBY,2022,1
Africa,Northern Africa,Libyan Arab Jamahiriya,IOM,LBY,2022,20
Africa,Northern Africa,Libyan Arab Jamahiriya,UN,LBY,2022,83
Africa,Northern Africa,Libyan Arab Jamahiriya,UNDP,LBY,2022,22
Africa,Northern Africa,Libyan Arab Jamahiriya,UNESCO,LBY,2022,3
Africa,Northern Africa,Libyan Arab Jamahiriya,UNFCCC,LBY,2022,1
Africa,Northern Africa,Libyan Arab Jamahiriya,UNFPA,LBY,2022,10
Africa,Northern Africa,Libyan Arab Jamahiriya,UNHCR,LBY,2022,96
Africa,Northern Africa,Libyan Arab Jamahiriya,UNICEF,LBY,2022,41
Africa,Northern Africa,Libyan Arab Jamahiriya,WFP,LBY,2022,1
Africa,Northern Africa,Libyan Arab Jamahiriya,WHO,LBY,2022,18
Africa,Northern Africa,Libyan Arab Jamahiriya,WIPO,LBY,2022,2
Africa,Northern Africa,Morocco,CTBTO,MAR,2022,1
Africa,Northern Africa,Morocco,FAO,MAR,2022,14
Africa,Northern Africa,Morocco,IAEA,MAR,2022,8
Africa,Northern Africa,Morocco,ICAO,MAR,2022,2
Africa,Northern Africa,Morocco,IFAD,MAR,2022,3
Africa,Northern Africa,Morocco,ILO,MAR,2022,16
Africa,Northern Africa,Morocco,IMO,MAR,2022,1
Africa,Northern Africa,Morocco,IOM,MAR,2022,77
Africa,Northern Africa,Morocco,ITC,MAR,2022,2
Africa,Northern Africa,Morocco,ITCILO,MAR,2022,1
Africa,Northern Africa,Morocco,ITU,MAR,2022,8
Africa,Northern Africa,Morocco,UN,MAR,2022,343
Africa,Northern Africa,Morocco,UN WOMEN,MAR,2022,13
Africa,Northern Africa,Morocco,UNAIDS,MAR,2022,4
Africa,Northern Africa,Morocco,UNDP,MAR,2022,28
Africa,Northern Africa,Morocco,UNESCO,MAR,2022,27
Africa,Northern Africa,Morocco,UNFPA,MAR,2022,15
Africa,Northern Africa,Morocco,UNHCR,MAR,2022,39
Africa,Northern Africa,Morocco,UNICC,MAR,2022,1
Africa,Northern Africa,Morocco,UNICEF,MAR,2022,42
Africa,Northern Africa,Morocco,UNIDO,MAR,2022,6
Africa,Northern Africa,Morocco,UNJSPF,MAR,2022,1
Africa,Northern Africa,Morocco,UNOPS,MAR,2022,1
Africa,Northern Africa,Morocco,UNWTO,MAR,2022,2
Africa,Northern Africa,Morocco,UPU,MAR,2022,4
Africa,Northern Africa,Morocco,WFP,MAR,2022,3
Africa,Northern Africa,Morocco,WHO,MAR,2022,28
Africa,Northern Africa,Morocco,WIPO,MAR,2022,13
Africa,Northern Africa,Morocco,WMO,MAR,2022,5
Africa,Northern Africa,Sudan,FAO,SDN,2022,18
Africa,Northern Africa,Sudan,IAEA,SDN,2022,4
Africa,Northern Africa,Sudan,ICAO,SDN,2022,3
Africa,Northern Africa,Sudan,IFAD,SDN,2022,4
Africa,Northern Africa,Sudan,ILO,SDN,2022,19
Africa,Northern Africa,Sudan,IOM,SDN,2022,65
Africa,Northern Africa,Sudan,ISA,SDN,2022,1
Africa,Northern Africa,Sudan,ITU,SDN,2022,1
Africa,Northern Africa,Sudan,UN,SDN,2022,311
Africa,Northern Africa,Sudan,UN WOMEN,SDN,2022,7
Africa,Northern Africa,Sudan,UNAIDS,SDN,2022,5
Africa,Northern Africa,Sudan,UNDP,SDN,2022,106
Africa,Northern Africa,Sudan,UNESCO,SDN,2022,8
Africa,Northern Africa,Sudan,UNFCCC,SDN,2022,1
Africa,Northern Africa,Sudan,UNFPA,SDN,2022,23
Africa,Northern Africa,Sudan,UNHCR,SDN,2022,406
Africa,Northern Africa,Sudan,UNICEF,SDN,2022,272
Africa,Northern Africa,Sudan,UNIDO,SDN,2022,5
Africa,Northern Africa,Sudan,UPU,SDN,2022,3
Africa,Northern Africa,Sudan,WFP,SDN,2022,901
Africa,Northern Africa,Sudan,WHO,SDN,2022,89
Africa,Northern Africa,Sudan,WMO,SDN,2022,2
Africa,Northern Africa,Tunisia,CTBTO,TUN,2022,4
Africa,Northern Africa,Tunisia,FAO,TUN,2022,25
Africa,Northern Africa,Tunisia,IAEA,TUN,2022,9
Africa,Northern Africa,Tunisia,ICAO,TUN,2022,10
Africa,Northern Africa,Tunisia,ICJ,TUN,2022,1
Africa,Northern Africa,Tunisia,IFAD,TUN,2022,7
Africa,Northern Africa,Tunisia,ILO,TUN,2022,62
Africa,Northern Africa,Tunisia,IMO,TUN,2022,3
Africa,Northern Africa,Tunisia,IOM,TUN,2022,55
Africa,Northern Africa,Tunisia,ITC,TUN,2022,5
Africa,Northern Africa,Tunisia,ITCILO,TUN,2022,2
Africa,Northern Africa,Tunisia,ITU,TUN,2022,11
Africa,Northern Africa,Tunisia,UN,TUN,2022,123
Africa,Northern Africa,Tunisia,UN WOMEN,TUN,2022,2
Africa,Northern Africa,Tunisia,UNAIDS,TUN,2022,2
Africa,Northern Africa,Tunisia,UNDP,TUN,2022,36
Africa,Northern Africa,Tunisia,UNESCO,TUN,2022,18
Africa,Northern Africa,Tunisia,UNFPA,TUN,2022,13
Africa,Northern Africa,Tunisia,UNHCR,TUN,2022,39
Africa,Northern Africa,Tunisia,UNICEF,TUN,2022,48
Africa,Northern Africa,Tunisia,UNIDO,TUN,2022,4
Africa,Northern Africa,Tunisia,UNJSPF,TUN,2022,2
Africa,Northern Africa,Tunisia,UNOPS,TUN,2022,5
Africa,Northern Africa,Tunisia,UNRWA,TUN,2022,1
Africa,Northern Africa,Tunisia,UPU,TUN,2022,2
Africa,Northern Africa,Tunisia,WFP,TUN,2022,16
Africa,Northern Africa,Tunisia,WHO,TUN,2022,64
Africa,Northern Africa,Tunisia,WIPO,TUN,2022,7
Africa,Northern Africa,Tunisia,WMO,TUN,2022,1
Africa,Sub-Saharan Africa,Angola,FAO,AGO,2022,10
Africa,Sub-Saharan Africa,Angola,ICAO,AGO,2022,1
Africa,Sub-Saharan Africa,Angola,IFAD,AGO,2022,3
Africa,Sub-Saharan Africa,Angola,ILO,AGO,2022,3
Africa,Sub-Saharan Africa,Angola,IOM,AGO,2022,2
Africa,Sub-Saharan Africa,Angola,UN,AGO,2022,19
Africa,Sub-Saharan Africa,Angola,UNAIDS,AGO,2022,2
Africa,Sub-Saharan Africa,Angola,UNDP,AGO,2022,17
Africa,Sub-Saharan Africa,Angola,UNESCO,AGO,2022,1
Africa,Sub-Saharan Africa,Angola,UNFPA,AGO,2022,8
Africa,Sub-Saharan Africa,Angola,UNHCR,AGO,2022,21
Africa,Sub-Saharan Africa,Angola,UNICEF,AGO,2022,31
Africa,Sub-Saharan Africa,Angola,WFP,AGO,2022,5
Africa,Sub-Saharan Africa,Angola,WHO,AGO,2022,36
Africa,Sub-Saharan Africa,Benin,CTBTO,BEN,2022,1
Africa,Sub-Saharan Africa,Benin,FAO,BEN,2022,14
Africa,Sub-Saharan Africa,Benin,ICJ,BEN,2022,1
Africa,Sub-Saharan Africa,Benin,ICSC,BEN,2022,1
Africa,Sub-Saharan Africa,Benin,IFAD,BEN,2022,5
Africa,Sub-Saharan Africa,Benin,ILO,BEN,2022,11
Africa,Sub-Saharan Africa,Benin,IOM,BEN,2022,11
Africa,Sub-Saharan Africa,Benin,ITC,BEN,2022,3
Africa,Sub-Saharan Africa,Benin,ITU,BEN,2022,2
Africa,Sub-Saharan Africa,Benin,UN,BEN,2022,92
Africa,Sub-Saharan Africa,Benin,UN WOMEN,BEN,2022,2
Africa,Sub-Saharan Africa,Benin,UNAIDS,BEN,2022,7
Africa,Sub-Saharan Africa,Benin,UNDP,BEN,2022,50
Africa,Sub-Saharan Africa,Benin,UNESCO,BEN,2022,16
Africa,Sub-Saharan Africa,Benin,UNFCCC,BEN,2022,1
Africa,Sub-Saharan Africa,Benin,UNFPA,BEN,2022,31
Africa,Sub-Saharan Africa,Benin,UNHCR,BEN,2022,33
Africa,Sub-Saharan Africa,Benin,UNICEF,BEN,2022,97
Africa,Sub-Saharan Africa,Benin,UNIDO,BEN,2022,1
Africa,Sub-Saharan Africa,Benin,UNJSPF,BEN,2022,1
Africa,Sub-Saharan Africa,Benin,UNOPS,BEN,2022,1
Africa,Sub-Saharan Africa,Benin,WFP,BEN,2022,46
Africa,Sub-Saharan Africa,Benin,WHO,BEN,2022,41
Africa,Sub-Saharan Africa,Benin,WIPO,BEN,2022,4
Africa,Sub-Saharan Africa,Botswana,CTBTO,BWA,2022,1
Africa,Sub-Saharan Africa,Botswana,FAO,BWA,2022,3
Africa,Sub-Saharan Africa,Botswana,IAEA,BWA,2022,1
Africa,Sub-Saharan Africa,Botswana,IFAD,BWA,2022,1
Africa,Sub-Saharan Africa,Botswana,ILO,BWA,2022,3
Africa,Sub-Saharan Africa,Botswana,IOM,BWA,2022,1
Africa,Sub-Saharan Africa,Botswana,ITU,BWA,2022,1
Africa,Sub-Saharan Africa,Botswana,UN,BWA,2022,24
Africa,Sub-Saharan Africa,Botswana,UNAIDS,BWA,2022,4
Africa,Sub-Saharan Africa,Botswana,UNDP,BWA,2022,24
Africa,Sub-Saharan Africa,Botswana,UNESCO,BWA,2022,4
Africa,Sub-Saharan Africa,Botswana,UNFPA,BWA,2022,12
Africa,Sub-Saharan Africa,Botswana,UNICEF,BWA,2022,21
Africa,Sub-Saharan Africa,Botswana,WFP,BWA,2022,2
Africa,Sub-Saharan Africa,Botswana,WHO,BWA,2022,15
Africa,Sub-Saharan Africa,Burkina Faso,CTBTO,BFA,2022,1
Africa,Sub-Saharan Africa,Burkina Faso,FAO,BFA,2022,18
Africa,Sub-Saharan Africa,Burkina Faso,IAEA,BFA,2022,3
Africa,Sub-Saharan Africa,Burkina Faso,ICAO,BFA,2022,3
Africa,Sub-Saharan Africa,Burkina Faso,ICJ,BFA,2022,1
Africa,Sub-Saharan Africa,Burkina Faso,IFAD,BFA,2022,4
Africa,Sub-Saharan Africa,Burkina Faso,ILO,BFA,2022,8
Africa,Sub-Saharan Africa,Burkina Faso,IOM,BFA,2022,11
Africa,Sub-Saharan Africa,Burkina Faso,ITLOS,BFA,2022,1
Africa,Sub-Saharan Africa,Burkina Faso,ITU,BFA,2022,2
Africa,Sub-Saharan Africa,Burkina Faso,UN,BFA,2022,90
Africa,Sub-Saharan Africa,Burkina Faso,UN WOMEN,BFA,2022,1
Africa,Sub-Saharan Africa,Burkina Faso,UNAIDS,BFA,2022,7
Africa,Sub-Saharan Africa,Burkina Faso,UNDP,BFA,2022,51
Africa,Sub-Saharan Africa,Burkina Faso,UNESCO,BFA,2022,9
Africa,Sub-Saharan Africa,Burkina Faso,UNFCCC,BFA,2022,1
Africa,Sub-Saharan Africa,Burkina Faso,UNFPA,BFA,2022,36
Africa,Sub-Saharan Africa,Burkina Faso,UNHCR,BFA,2022,118
Africa,Sub-Saharan Africa,Burkina Faso,UNICEF,BFA,2022,149
Africa,Sub-Saharan Africa,Burkina Faso,UNJSPF,BFA,2022,1
Africa,Sub-Saharan Africa,Burkina Faso,UPU,BFA,2022,1
Africa,Sub-Saharan Africa,Burkina Faso,WFP,BFA,2022,115
Africa,Sub-Saharan Africa,Burkina Faso,WHO,BFA,2022,80
Africa,Sub-Saharan Africa,Burkina Faso,WMO,BFA,2022,1
Africa,Sub-Saharan Africa,Burundi,FAO,BDI,2022,14
Africa,Sub-Saharan Africa,Burundi,ICAO,BDI,2022,1
Africa,Sub-Saharan Africa,Burundi,IFAD,BDI,2022,5
Africa,Sub-Saharan Africa,Burundi,ILO,BDI,2022,4
Africa,Sub-Saharan Africa,Burundi,IOM,BDI,2022,96
Africa,Sub-Saharan Africa,Burundi,ITU,BDI,2022,1
Africa,Sub-Saharan Africa,Burundi,UN,BDI,2022,102
Africa,Sub-Saharan Africa,Burundi,UN WOMEN,BDI,2022,8
Africa,Sub-Saharan Africa,Burundi,UNAIDS,BDI,2022,6
Africa,Sub-Saharan Africa,Burundi,UNDP,BDI,2022,59
Africa,Sub-Saharan Africa,Burundi,UNESCO,BDI,2022,11
Africa,Sub-Saharan Africa,Burundi,UNFPA,BDI,2022,20
Africa,Sub-Saharan Africa,Burundi,UNHCR,BDI,2022,144
Africa,Sub-Saharan Africa,Burundi,UNICEF,BDI,2022,90
Africa,Sub-Saharan Africa,Burundi,WFP,BDI,2022,120
Africa,Sub-Saharan Africa,Burundi,WHO,BDI,2022,42
Africa,Sub-Saharan Africa,Cape Verde,FAO,CPV,2022,7
Africa,Sub-Saharan Africa,Cape Verde,ICAO,CPV,2022,1
Africa,Sub-Saharan Africa,Cape Verde,ILO,CPV,2022,3
Africa,Sub-Saharan Africa,Cape Verde,IOM,CPV,2022,3
Africa,Sub-Saharan Africa,Cape Verde,UN,CPV,2022,12
Africa,Sub-Saharan Africa,Cape Verde,UNDP,CPV,2022,35
Africa,Sub-Saharan Africa,Cape Verde,UNESCO,CPV,2022,2
Africa,Sub-Saharan Africa,Cape Verde,UNFPA,CPV,2022,6
Africa,Sub-Saharan Africa,Cape Verde,UNICEF,CPV,2022,5
Africa,Sub-Saharan Africa,Cape Verde,WFP,CPV,2022,3
Africa,Sub-Saharan Africa,Cape Verde,WHO,CPV,2022,10
Africa,Sub-Saharan Africa,Central African Republic,FAO,CAF,2022,5
Africa,Sub-Saharan Africa,Central African Republic,ILO,CAF,2022,3
Africa,Sub-Saharan Africa,Central African Republic,IOM,CAF,2022,1
Africa,Sub-Saharan Africa,Central African Republic,UN,CAF,2022,618
Africa,Sub-Saharan Africa,Central African Republic,UN WOMEN,CAF,2022,1
Africa,Sub-Saharan Africa,Central African Republic,UNAIDS,CAF,2022,4
Africa,Sub-Saharan Africa,Central African Republic,UNDP,CAF,2022,48
Africa,Sub-Saharan Africa,Central African Republic,UNFPA,CAF,2022,16
Africa,Sub-Saharan Africa,Central African Republic,UNHCR,CAF,2022,102
Africa,Sub-Saharan Africa,Central African Republic,UNICEF,CAF,2022,109
Africa,Sub-Saharan Africa,Central African Republic,WFP,CAF,2022,131
Africa,Sub-Saharan Africa,Central African Republic,WHO,CAF,2022,29
Africa,Sub-Saharan Africa,Chad,FAO,TCD,2022,11
Africa,Sub-Saharan Africa,Chad,ILO,TCD,2022,1
Africa,Sub-Saharan Africa,Chad,IOM,TCD,2022,8
Africa,Sub-Saharan Africa,Chad,UN,TCD,2022,37
Africa,Sub-Saharan Africa,Chad,UNAIDS,TCD,2022,3
Africa,Sub-Saharan Africa,Chad,UNDP,TCD,2022,43
Africa,Sub-Saharan Africa,Chad,UNESCO,TCD,2022,3
Africa,Sub-Saharan Africa,Chad,UNFPA,TCD,2022,15
Africa,Sub-Saharan Africa,Chad,UNHCR,TCD,2022,241
Africa,Sub-Saharan Africa,Chad,UNICEF,TCD,2022,155
Africa,Sub-Saharan Africa,Chad,WFP,TCD,2022,271
Africa,Sub-Saharan Africa,Chad,WHO,TCD,2022,49
Africa,Sub-Saharan Africa,Comoros,FAO,COM,2022,3
Africa,Sub-Saharan Africa,Comoros,ILO,COM,2022,4
Africa,Sub-Saharan Africa,Comoros,ITC,COM,2022,2
Africa,Sub-Saharan Africa,Comoros,UN,COM,2022,9
Africa,Sub-Saharan Africa,Comoros,UNDP,COM,2022,28
Africa,Sub-Saharan Africa,Comoros,UNESCO,COM,2022,3
Africa,Sub-Saharan Africa,Comoros,UNFPA,COM,2022,9
Africa,Sub-Saharan Africa,Comoros,UNHCR,COM,2022,2
Africa,Sub-Saharan Africa,Comoros,UNICEF,COM,2022,30
Africa,Sub-Saharan Africa,Comoros,UNJSPF,COM,2022,2
Africa,Sub-Saharan Africa,Comoros,WHO,COM,2022,15
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",FAO,COD,2022,13
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",IAEA,COD,2022,1
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",IFAD,COD,2022,4
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",ILO,COD,2022,25
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",IMO,COD,2022,1
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",IOM,COD,2022,15
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",ITC,COD,2022,2
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",PAHO,COD,2022,1
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",UN,COD,2022,1600
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",UN WOMEN,COD,2022,5
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",UNAIDS,COD,2022,11
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",UNDP,COD,2022,110
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",UNESCO,COD,2022,13
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",UNFPA,COD,2022,68
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",UNHCR,COD,2022,337
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",UNICEF,COD,2022,355
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",UNIDO,COD,2022,4
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",UNOPS,COD,2022,6
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",UNRWA,COD,2022,1
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",WFP,COD,2022,314
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",WHO,COD,2022,115
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",WIPO,COD,2022,4
Africa,Sub-Saharan Africa,"Congo, Democratic Rep Of The",WMO,COD,2022,1
Africa,Sub-Saharan Africa,"Congo, Republic Of The",FAO,COG,2022,7
Africa,Sub-Saharan Africa,"Congo, Republic Of The",IFAD,COG,2022,1
Africa,Sub-Saharan Africa,"Congo, Republic Of The",ILO,COG,2022,3
Africa,Sub-Saharan Africa,"Congo, Republic Of The",ITC,COG,2022,1
Africa,Sub-Saharan Africa,"Congo, Republic Of The",ITU,COG,2022,1
Africa,Sub-Saharan Africa,"Congo, Republic Of The",UN,COG,2022,31
Africa,Sub-Saharan Africa,"Congo, Republic Of The",UN WOMEN,COG,2022,1
Africa,Sub-Saharan Africa,"Congo, Republic Of The",UNAIDS,COG,2022,2
Africa,Sub-Saharan Africa,"Congo, Republic Of The",UNDP,COG,2022,24
Africa,Sub-Saharan Africa,"Congo, Republic Of The",UNESCO,COG,2022,14
Africa,Sub-Saharan Africa,"Congo, Republic Of The",UNFPA,COG,2022,18
Africa,Sub-Saharan Africa,"Congo, Republic Of The",UNHCR,COG,2022,46
Africa,Sub-Saharan Africa,"Congo, Republic Of The",UNICEF,COG,2022,33
Africa,Sub-Saharan Africa,"Congo, Republic Of The",WFP,COG,2022,37
Africa,Sub-Saharan Africa,"Congo, Republic Of The",WHO,COG,2022,275
Africa,Sub-Saharan Africa,"Congo, Republic Of The",WMO,COG,2022,1
Africa,Sub-Saharan Africa,Cote D'Ivoire,FAO,CIV,2022,14
Africa,Sub-Saharan Africa,Cote D'Ivoire,IAEA,CIV,2022,3
Africa,Sub-Saharan Africa,Cote D'Ivoire,ICAO,CIV,2022,1
Africa,Sub-Saharan Africa,Cote D'Ivoire,ICJ,CIV,2022,1
Africa,Sub-Saharan Africa,Cote D'Ivoire,IFAD,CIV,2022,12
Africa,Sub-Saharan Africa,Cote D'Ivoire,ILO,CIV,2022,46
Africa,Sub-Saharan Africa,Cote D'Ivoire,IOM,CIV,2022,22
Africa,Sub-Saharan Africa,Cote D'Ivoire,ITC,CIV,2022,2
Africa,Sub-Saharan Africa,Cote D'Ivoire,PAHO,CIV,2022,1
Africa,Sub-Saharan Africa,Cote D'Ivoire,UN,CIV,2022,209
Africa,Sub-Saharan Africa,Cote D'Ivoire,UN WOMEN,CIV,2022,8
Africa,Sub-Saharan Africa,Cote D'Ivoire,UNAIDS,CIV,2022,11
Africa,Sub-Saharan Africa,Cote D'Ivoire,UNDP,CIV,2022,56
Africa,Sub-Saharan Africa,Cote D'Ivoire,UNESCO,CIV,2022,17
Africa,Sub-Saharan Africa,Cote D'Ivoire,UNFPA,CIV,2022,43
Africa,Sub-Saharan Africa,Cote D'Ivoire,UNHCR,CIV,2022,94
Africa,Sub-Saharan Africa,Cote D'Ivoire,UNICEF,CIV,2022,174
Africa,Sub-Saharan Africa,Cote D'Ivoire,UNIDO,CIV,2022,4
Africa,Sub-Saharan Africa,Cote D'Ivoire,UNOPS,CIV,2022,4
Africa,Sub-Saharan Africa,Cote D'Ivoire,UNRWA,CIV,2022,1
Africa,Sub-Saharan Africa,Cote D'Ivoire,UPU,CIV,2022,2
Africa,Sub-Saharan Africa,Cote D'Ivoire,WFP,CIV,2022,58
Africa,Sub-Saharan Africa,Cote D'Ivoire,WHO,CIV,2022,51
Africa,Sub-Saharan Africa,Cote D'Ivoire,WIPO,CIV,2022,2
Africa,Sub-Saharan Africa,Djibouti,FAO,DJI,2022,7
Africa,Sub-Saharan Africa,Djibouti,ILO,DJI,2022,1
Africa,Sub-Saharan Africa,Djibouti,IOM,DJI,2022,3
Africa,Sub-Saharan Africa,Djibouti,UN,DJI,2022,23
Africa,Sub-Saharan Africa,Djibouti,UNAIDS,DJI,2022,2
Africa,Sub-Saharan Africa,Djibouti,UNDP,DJI,2022,12
Africa,Sub-Saharan Africa,Djibouti,UNESCO,DJI,2022,2
Africa,Sub-Saharan Africa,Djibouti,UNFPA,DJI,2022,7
Africa,Sub-Saharan Africa,Djibouti,UNHCR,DJI,2022,31
Africa,Sub-Saharan Africa,Djibouti,UNICEF,DJI,2022,29
Africa,Sub-Saharan Africa,Djibouti,WFP,DJI,2022,82
Africa,Sub-Saharan Africa,Djibouti,WHO,DJI,2022,10
Africa,Sub-Saharan Africa,Equatorial Guinea,FAO,GNQ,2022,4
Africa,Sub-Saharan Africa,Equatorial Guinea,ILO,GNQ,2022,1
Africa,Sub-Saharan Africa,Equatorial Guinea,UN,GNQ,2022,9
Africa,Sub-Saharan Africa,Equatorial Guinea,UNDP,GNQ,2022,12
Africa,Sub-Saharan Africa,Equatorial Guinea,UNFPA,GNQ,2022,7
Africa,Sub-Saharan Africa,Equatorial Guinea,UNICEF,GNQ,2022,13
Africa,Sub-Saharan Africa,Equatorial Guinea,WHO,GNQ,2022,9
Africa,Sub-Saharan Africa,Eritrea,FAO,ERI,2022,7
Africa,Sub-Saharan Africa,Eritrea,IAEA,ERI,2022,1
Africa,Sub-Saharan Africa,Eritrea,ICSC,ERI,2022,1
Africa,Sub-Saharan Africa,Eritrea,IFAD,ERI,2022,1
Africa,Sub-Saharan Africa,Eritrea,ILO,ERI,2022,2
Africa,Sub-Saharan Africa,Eritrea,IMO,ERI,2022,1
Africa,Sub-Saharan Africa,Eritrea,IOM,ERI,2022,3
Africa,Sub-Saharan Africa,Eritrea,ITCILO,ERI,2022,1
Africa,Sub-Saharan Africa,Eritrea,ITU,ERI,2022,1
Africa,Sub-Saharan Africa,Eritrea,JIU,ERI,2022,1
Africa,Sub-Saharan Africa,Eritrea,UN,ERI,2022,62
Africa,Sub-Saharan Africa,Eritrea,UNAIDS,ERI,2022,2
Africa,Sub-Saharan Africa,Eritrea,UNDP,ERI,2022,37
Africa,Sub-Saharan Africa,Eritrea,UNESCO,ERI,2022,2
Africa,Sub-Saharan Africa,Eritrea,UNFPA,ERI,2022,11
Africa,Sub-Saharan Africa,Eritrea,UNHCR,ERI,2022,20
Africa,Sub-Saharan Africa,Eritrea,UNICEF,ERI,2022,41
Africa,Sub-Saharan Africa,Eritrea,UNOPS,ERI,2022,3
Africa,Sub-Saharan Africa,Eritrea,WFP,ERI,2022,17
Africa,Sub-Saharan Africa,Eritrea,WHO,ERI,2022,22
Africa,Sub-Saharan Africa,Ethiopia,CTBTO,ETH,2022,4
Africa,Sub-Saharan Africa,Ethiopia,FAO,ETH,2022,36
Africa,Sub-Saharan Africa,Ethiopia,IAEA,ETH,2022,7
Africa,Sub-Saharan Africa,Ethiopia,ICAO,ETH,2022,6
Africa,Sub-Saharan Africa,Ethiopia,ICSC,ETH,2022,1
Africa,Sub-Saharan Africa,Ethiopia,IFAD,ETH,2022,9
