REGION,SUBREGION,COUNTRY,ORGCD,NATIO_ISO,YEAR,Total Sum of Count
Africa,Northern Africa,Algeria,CTBTO,DZA,2021,2
Africa,Northern Africa,Algeria,FAO,DZA,2021,10
Africa,Northern Africa,Algeria,IAEA,DZA,2021,6
Africa,Northern Africa,Algeria,ICAO,DZA,2021,1
Africa,Northern Africa,Algeria,ICJ,DZA,2021,1
Africa,Northern Africa,Algeria,ICSC,DZA,2021,1
Africa,Northern Africa,Algeria,IFAD,DZA,2021,3
Africa,Northern Africa,Algeria,ILO,DZA,2021,28
Africa,Northern Africa,Algeria,IMO,DZA,2021,1
Africa,Northern Africa,Algeria,IOM,DZA,2021,4
Africa,Northern Africa,Algeria,ITC,DZA,2021,1
Africa,Northern Africa,Algeria,ITCILO,DZA,2021,1
Africa,Northern Africa,Algeria,ITU,DZA,2021,7
Africa,Northern Africa,Algeria,UN,DZA,2021,69
Africa,Northern Africa,Algeria,UN WOMEN,DZA,2021,1
Africa,Northern Africa,Algeria,UNAIDS,DZA,2021,4
Africa,Northern Africa,Algeria,UNDP,DZA,2021,32
Africa,Northern Africa,Algeria,UNESCO,DZA,2021,22
Africa,Northern Africa,Algeria,UNFPA,DZA,2021,8
Africa,Northern Africa,Algeria,UNHCR,DZA,2021,64
Africa,Northern Africa,Algeria,UNICEF,DZA,2021,31
Africa,Northern Africa,Algeria,UNIDO,DZA,2021,6
Africa,Northern Africa,Algeria,UNITAR,DZA,2021,1
Africa,Northern Africa,Algeria,UNOPS,DZA,2021,3
Africa,Northern Africa,Algeria,UNWTO,DZA,2021,2
Africa,Northern Africa,Algeria,UPU,DZA,2021,2
Africa,Northern Africa,Algeria,WFP,DZA,2021,23
Africa,Northern Africa,Algeria,WHO,DZA,2021,28
Africa,Northern Africa,Algeria,WIPO,DZA,2021,8
Africa,Northern Africa,Egypt,CTBTO,EGY,2021,2
Africa,Northern Africa,Egypt,FAO,EGY,2021,49
Africa,Northern Africa,Egypt,IAEA,EGY,2021,16
Africa,Northern Africa,Egypt,ICAO,EGY,2021,19
Africa,Northern Africa,Egypt,IFAD,EGY,2021,11
Africa,Northern Africa,Egypt,ILO,EGY,2021,69
Africa,Northern Africa,Egypt,IMO,EGY,2021,3
Africa,Northern Africa,Egypt,IOM,EGY,2021,124
Africa,Northern Africa,Egypt,ITC,EGY,2021,1
Africa,Northern Africa,Egypt,ITCILO,EGY,2021,2
Africa,Northern Africa,Egypt,ITU,EGY,2021,13
Africa,Northern Africa,Egypt,UN,EGY,2021,286
Africa,Northern Africa,Egypt,UN WOMEN,EGY,2021,29
Africa,Northern Africa,Egypt,UNAIDS,EGY,2021,11
Africa,Northern Africa,Egypt,UNDP,EGY,2021,69
Africa,Northern Africa,Egypt,UNESCO,EGY,2021,16
Africa,Northern Africa,Egypt,UNFCCC,EGY,2021,1
Africa,Northern Africa,Egypt,UNFPA,EGY,2021,48
Africa,Northern Africa,Egypt,UNHCR,EGY,2021,184
Africa,Northern Africa,Egypt,UNICEF,EGY,2021,86
Africa,Northern Africa,Egypt,UNIDO,EGY,2021,8
Africa,Northern Africa,Egypt,UNJSPF,EGY,2021,1
Africa,Northern Africa,Egypt,UNOPS,EGY,2021,2
Africa,Northern Africa,Egypt,UNRWA,EGY,2021,2
Africa,Northern Africa,Egypt,UPU,EGY,2021,1
Africa,Northern Africa,Egypt,WFP,EGY,2021,116
Africa,Northern Africa,Egypt,WHO,EGY,2021,384
Africa,Northern Africa,Egypt,WIPO,EGY,2021,8
Africa,Northern Africa,Egypt,WMO,EGY,2021,2
Africa,Northern Africa,Libyan Arab Jamahiriya,FAO,LBY,2021,3
Africa,Northern Africa,Libyan Arab Jamahiriya,IAEA,LBY,2021,1
Africa,Northern Africa,Libyan Arab Jamahiriya,IOM,LBY,2021,15
Africa,Northern Africa,Libyan Arab Jamahiriya,UN,LBY,2021,70
Africa,Northern Africa,Libyan Arab Jamahiriya,UN WOMEN,LBY,2021,1
Africa,Northern Africa,Libyan Arab Jamahiriya,UNDP,LBY,2021,11
Africa,Northern Africa,Libyan Arab Jamahiriya,UNESCO,LBY,2021,3
Africa,Northern Africa,Libyan Arab Jamahiriya,UNFCCC,LBY,2021,1
Africa,Northern Africa,Libyan Arab Jamahiriya,UNFPA,LBY,2021,9
Africa,Northern Africa,Libyan Arab Jamahiriya,UNHCR,LBY,2021,90
Africa,Northern Africa,Libyan Arab Jamahiriya,UNICEF,LBY,2021,39
Africa,Northern Africa,Libyan Arab Jamahiriya,WHO,LBY,2021,22
Africa,Northern Africa,Libyan Arab Jamahiriya,WIPO,LBY,2021,2
Africa,Northern Africa,Morocco,CTBTO,MAR,2021,1
Africa,Northern Africa,Morocco,FAO,MAR,2021,15
Africa,Northern Africa,Morocco,IAEA,MAR,2021,8
Africa,Northern Africa,Morocco,ICAO,MAR,2021,2
Africa,Northern Africa,Morocco,IFAD,MAR,2021,3
Africa,Northern Africa,Morocco,ILO,MAR,2021,13
Africa,Northern Africa,Morocco,IMO,MAR,2021,1
Africa,Northern Africa,Morocco,IOM,MAR,2021,75
Africa,Northern Africa,Morocco,ITC,MAR,2021,3
Africa,Northern Africa,Morocco,ITCILO,MAR,2021,1
Africa,Northern Africa,Morocco,ITU,MAR,2021,8
Africa,Northern Africa,Morocco,UN,MAR,2021,315
Africa,Northern Africa,Morocco,UN WOMEN,MAR,2021,14
Africa,Northern Africa,Morocco,UNAIDS,MAR,2021,5
Africa,Northern Africa,Morocco,UNDP,MAR,2021,29
Africa,Northern Africa,Morocco,UNESCO,MAR,2021,29
Africa,Northern Africa,Morocco,UNFPA,MAR,2021,14
Africa,Northern Africa,Morocco,UNHCR,MAR,2021,39
Africa,Northern Africa,Morocco,UNICC,MAR,2021,1
Africa,Northern Africa,Morocco,UNICEF,MAR,2021,40
Africa,Northern Africa,Morocco,UNIDO,MAR,2021,5
Africa,Northern Africa,Morocco,UNOPS,MAR,2021,3
Africa,Northern Africa,Morocco,UNWTO,MAR,2021,2
Africa,Northern Africa,Morocco,UPU,MAR,2021,4
Africa,Northern Africa,Morocco,WFP,MAR,2021,3
Africa,Northern Africa,Morocco,WHO,MAR,2021,28
Africa,Northern Africa,Morocco,WIPO,MAR,2021,13
Africa,Northern Africa,Morocco,WMO,MAR,2021,5
Africa,Northern Africa,Sudan,FAO,SDN,2021,19
Africa,Northern Africa,Sudan,IAEA,SDN,2021,5
Africa,Northern Africa,Sudan,ICAO,SDN,2021,2
Africa,Northern Africa,Sudan,IFAD,SDN,2021,4
Africa,Northern Africa,Sudan,ILO,SDN,2021,20
Africa,Northern Africa,Sudan,IOM,SDN,2021,54
Africa,Northern Africa,Sudan,ISA,SDN,2021,1
Africa,Northern Africa,Sudan,ITU,SDN,2021,1
Africa,Northern Africa,Sudan,UN,SDN,2021,452
Africa,Northern Africa,Sudan,UN WOMEN,SDN,2021,9
Africa,Northern Africa,Sudan,UNAIDS,SDN,2021,7
Africa,Northern Africa,Sudan,UNDP,SDN,2021,114
Africa,Northern Africa,Sudan,UNESCO,SDN,2021,7
Africa,Northern Africa,Sudan,UNFCCC,SDN,2021,1
Africa,Northern Africa,Sudan,UNFPA,SDN,2021,25
Africa,Northern Africa,Sudan,UNHCR,SDN,2021,472
Africa,Northern Africa,Sudan,UNICEF,SDN,2021,216
Africa,Northern Africa,Sudan,UNIDO,SDN,2021,5
Africa,Northern Africa,Sudan,UPU,SDN,2021,3
Africa,Northern Africa,Sudan,WFP,SDN,2021,451
Africa,Northern Africa,Sudan,WHO,SDN,2021,84
Africa,Northern Africa,Sudan,WIPO,SDN,2021,1
Africa,Northern Africa,Sudan,WMO,SDN,2021,2
Africa,Northern Africa,Tunisia,CTBTO,TUN,2021,5
Africa,Northern Africa,Tunisia,FAO,TUN,2021,23
Africa,Northern Africa,Tunisia,IAEA,TUN,2021,6
Africa,Northern Africa,Tunisia,ICAO,TUN,2021,8
Africa,Northern Africa,Tunisia,IFAD,TUN,2021,8
Africa,Northern Africa,Tunisia,ILO,TUN,2021,65
Africa,Northern Africa,Tunisia,IMO,TUN,2021,3
Africa,Northern Africa,Tunisia,IOM,TUN,2021,51
Africa,Northern Africa,Tunisia,ITC,TUN,2021,4
Africa,Northern Africa,Tunisia,ITCILO,TUN,2021,2
Africa,Northern Africa,Tunisia,ITU,TUN,2021,12
Africa,Northern Africa,Tunisia,UN,TUN,2021,119
Africa,Northern Africa,Tunisia,UN WOMEN,TUN,2021,3
Africa,Northern Africa,Tunisia,UNAIDS,TUN,2021,2
Africa,Northern Africa,Tunisia,UNDP,TUN,2021,35
Africa,Northern Africa,Tunisia,UNESCO,TUN,2021,20
Africa,Northern Africa,Tunisia,UNFPA,TUN,2021,14
Africa,Northern Africa,Tunisia,UNHCR,TUN,2021,46
Africa,Northern Africa,Tunisia,UNICEF,TUN,2021,43
Africa,Northern Africa,Tunisia,UNIDO,TUN,2021,3
Africa,Northern Africa,Tunisia,UNJSPF,TUN,2021,2
Africa,Northern Africa,Tunisia,UNOPS,TUN,2021,6
Africa,Northern Africa,Tunisia,UNRWA,TUN,2021,2
Africa,Northern Africa,Tunisia,UPU,TUN,2021,2
Africa,Northern Africa,Tunisia,WFP,TUN,2021,16
Africa,Northern Africa,Tunisia,WHO,TUN,2021,58
Africa,Northern Africa,Tunisia,WIPO,TUN,2021,8
Africa,Northern Africa,Tunisia,WMO,TUN,2021,1
Africa,Sub-Saharan Africa,Angola,FAO,AGO,2021,10
Africa,Sub-Saharan Africa,Angola,ICAO,AGO,2021,1
Africa,Sub-Saharan Africa,Angola,IFAD,AGO,2021,2
Africa,Sub-Saharan Africa,Angola,ILO,AGO,2021,3
Africa,Sub-Saharan Africa,Angola,UN,AGO,2021,19
Africa,Sub-Saharan Africa,Angola,UNAIDS,AGO,2021,2
Africa,Sub-Saharan Africa,Angola,UNDP,AGO,2021,19
Africa,Sub-Saharan Africa,Angola,UNESCO,AGO,2021,1
Africa,Sub-Saharan Africa,Angola,UNFPA,AGO,2021,7
Africa,Sub-Saharan Africa,Angola,UNHCR,AGO,2021,23
Africa,Sub-Saharan Africa,Angola,UNICEF,AGO,2021,34
Africa,Sub-Saharan Africa,Angola,WFP,AGO,2021,5
Africa,Sub-Saharan Africa,Angola,WHO,AGO,2021,37
Africa,Sub-Saharan Africa,Benin,FAO,BEN,2021,14
Africa,Sub-Saharan Africa,Benin,ICJ,BEN,2021,1
Africa,Sub-Saharan Africa,Benin,ICSC,BEN,2021,1
Africa,Sub-Saharan Africa,Benin,IFAD,BEN,2021,6
Africa,Sub-Saharan Africa,Benin,ILO,BEN,2021,11
Africa,Sub-Saharan Africa,Benin,IOM,BEN,2021,5
Africa,Sub-Saharan Africa,Benin,ITC,BEN,2021,3
Africa,Sub-Saharan Africa,Benin,ITU,BEN,2021,2
Africa,Sub-Saharan Africa,Benin,UN,BEN,2021,82
Africa,Sub-Saharan Africa,Benin,UN WOMEN,BEN,2021,2
Africa,Sub-Saharan Africa,Benin,UNAIDS,BEN,2021,9
Africa,Sub-Saharan Africa,Benin,UNDP,BEN,2021,49
Africa,Sub-Saharan Africa,Benin,UNESCO,BEN,2021,15
Africa,Sub-Saharan Africa,Benin,UNFCCC,BEN,2021,1
Africa,Sub-Saharan Africa,Benin,UNFPA,BEN,2021,30
Africa,Sub-Saharan Africa,Benin,UNHCR,BEN,2021,31
Africa,Sub-Saharan Africa,Benin,UNICEF,BEN,2021,93
Africa,Sub-Saharan Africa,Benin,UNIDO,BEN,2021,1
Africa,Sub-Saharan Africa,Benin,UNJSPF,BEN,2021,1
Africa,Sub-Saharan Africa,Benin,UNOPS,BEN,2021,1
Africa,Sub-Saharan Africa,Benin,WFP,BEN,2021,38
Africa,Sub-Saharan Africa,Benin,WHO,BEN,2021,42
Africa,Sub-Saharan Africa,Benin,WIPO,BEN,2021,3
Africa,Sub-Saharan Africa,Botswana,CTBTO,BWA,2021,1
Africa,Sub-Saharan Africa,Botswana,FAO,BWA,2021,3
Africa,Sub-Saharan Africa,Botswana,IAEA,BWA,2021,1
Africa,Sub-Saharan Africa,Botswana,IFAD,BWA,2021,1
Africa,Sub-Saharan Africa,Botswana,ILO,BWA,2021,2
Africa,Sub-Saharan Africa,Botswana,IOM,BWA,2021,1
Africa,Sub-Saharan Africa,Botswana,ITU,BWA,2021,1
Africa,Sub-Saharan Africa,Botswana,UN,BWA,2021,22
Africa,Sub-Saharan Africa,Botswana,UNAIDS,BWA,2021,5
Africa,Sub-Saharan Africa,Botswana,UNDP,BWA,2021,22
Africa,Sub-Saharan Africa,Botswana,UNESCO,BWA,2021,3
Africa,Sub-Saharan Africa,Botswana,UNFPA,BWA,2021,11
Africa,Sub-Saharan Africa,Botswana,UNICEF,BWA,2021,22
Africa,Sub-Saharan Africa,Botswana,WFP,BWA,2021,1
Africa,Sub-Saharan Africa,Botswana,WHO,BWA,2021,15
Africa,Sub-Saharan Africa,Burkina Faso,CTBTO,BFA,2021,1
Africa,Sub-Saharan Africa,Burkina Faso,FAO,BFA,2021,17
Africa,Sub-Saharan Africa,Burkina Faso,IAEA,BFA,2021,5
Africa,Sub-Saharan Africa,Burkina Faso,ICAO,BFA,2021,3
Africa,Sub-Saharan Africa,Burkina Faso,ICJ,BFA,2021,1
Africa,Sub-Saharan Africa,Burkina Faso,IFAD,BFA,2021,4
Africa,Sub-Saharan Africa,Burkina Faso,ILO,BFA,2021,8
Africa,Sub-Saharan Africa,Burkina Faso,IOM,BFA,2021,10
Africa,Sub-Saharan Africa,Burkina Faso,ITU,BFA,2021,2
Africa,Sub-Saharan Africa,Burkina Faso,UN,BFA,2021,99
Africa,Sub-Saharan Africa,Burkina Faso,UN WOMEN,BFA,2021,1
Africa,Sub-Saharan Africa,Burkina Faso,UNAIDS,BFA,2021,7
Africa,Sub-Saharan Africa,Burkina Faso,UNDP,BFA,2021,48
Africa,Sub-Saharan Africa,Burkina Faso,UNESCO,BFA,2021,10
Africa,Sub-Saharan Africa,Burkina Faso,UNFCCC,BFA,2021,1
Africa,Sub-Saharan Africa,Burkina Faso,UNFPA,BFA,2021,38
Africa,Sub-Saharan Africa,Burkina Faso,UNHCR,BFA,2021,111
Africa,Sub-Saharan Africa,Burkina Faso,UNICEF,BFA,2021,136
Africa,Sub-Saharan Africa,Burkina Faso,UNJSPF,BFA,2021,1
Africa,Sub-Saharan Africa,Burkina Faso,UPU,BFA,2021,2
Africa,Sub-Saharan Africa,Burkina Faso,WFP,BFA,2021,81
Africa,Sub-Saharan Africa,Burkina Faso,WHO,BFA,2021,84
Africa,Sub-Saharan Africa,Burkina Faso,WMO,BFA,2021,1
Africa,Sub-Saharan Africa,Burundi,FAO,BDI,2021,14
Africa,Sub-Saharan Africa,Burundi,ICAO,BDI,2021,1
Africa,Sub-Saharan Africa,Burundi,IFAD,BDI,2021,5
Africa,Sub-Saharan Africa,Burundi,ILO,BDI,2021,4
Africa,Sub-Saharan Africa,Burundi,IOM,BDI,2021,86
Africa,Sub-Saharan Africa,Burundi,ITU,BDI,2021,1
Africa,Sub-Saharan Africa,Burundi,UN,BDI,2021,107
Africa,Sub-Saharan Africa,Burundi,UN WOMEN,BDI,2021,8
Africa,Sub-Saharan Africa,Burundi,UNAIDS,BDI,2021,7
Africa,Sub-Saharan Africa,Burundi,UNDP,BDI,2021,58
Africa,Sub-Saharan Africa,Burundi,UNESCO,BDI,2021,10
Africa,Sub-Saharan Africa,Burundi,UNFPA,BDI,2021,18
Africa,Sub-Saharan Africa,Burundi,UNHCR,BDI,2021,131
Africa,Sub-Saharan Africa,Burundi,UNICEF,BDI,2021,89
Africa,Sub-Saharan Africa,Burundi,WFP,BDI,2021,110
Africa,Sub-Saharan Africa,Burundi,WHO,BDI,2021,41
Africa,Sub-Saharan Africa,Cape Verde,FAO,CPV,2021,5
Africa,Sub-Saharan Africa,Cape Verde,ICAO,CPV,2021,2
Africa,Sub-Saharan Africa,Cape Verde,ILO,CPV,2021,4
Africa,Sub-Saharan Africa,Cape Verde,IOM,CPV,2021,1
Africa,Sub-Saharan Africa,Cape Verde,UN,CPV,2021,11
Africa,Sub-Saharan Africa,Cape Verde,UNDP,CPV,2021,35
Africa,Sub-Saharan Africa,Cape Verde,UNESCO,CPV,2021,1
Africa,Sub-Saharan Africa,Cape Verde,UNFPA,CPV,2021,5
Africa,Sub-Saharan Africa,Cape Verde,UNICEF,CPV,2021,4
Africa,Sub-Saharan Africa,Cape Verde,WFP,CPV,2021,1
Africa,Sub-Saharan Africa,Cape Verde,WHO,CPV,2021,9
Africa,Sub-Saharan Africa,Central African Republic,FAO,CAF,2021,5
Africa,Sub-Saharan Africa,Central African Republic,ILO,CAF,2021,1
Africa,Sub-Saharan Africa,Central African Republic,IOM,CAF,2021,1
Africa,Sub-Saharan Africa,Central African Republic,UN,CAF,2021,668
Africa,Sub-Saharan Africa,Central African Republic,UNAIDS,CAF,2021,4
Africa,Sub-Saharan Africa,Central African Republic,UNDP,CAF,2021,55
Africa,Sub-Saharan Africa,Central African Republic,UNFPA,CAF,2021,16
Africa,Sub-Saharan Africa,Central African Republic,UNHCR,CAF,2021,108
Africa,Sub-Saharan Africa,Central African Republic,UNICEF,CAF,2021,98
Africa,Sub-Saharan Africa,Central African Republic,WFP,CAF,2021,76
Africa,Sub-Saharan Africa,Central African Republic,WHO,CAF,2021,31
Africa,Sub-Saharan Africa,Chad,FAO,TCD,2021,10
Africa,Sub-Saharan Africa,Chad,ILO,TCD,2021,1
Africa,Sub-Saharan Africa,Chad,IOM,TCD,2021,7
Africa,Sub-Saharan Africa,Chad,UN,TCD,2021,58
Africa,Sub-Saharan Africa,Chad,UNAIDS,TCD,2021,3
Africa,Sub-Saharan Africa,Chad,UNDP,TCD,2021,40
Africa,Sub-Saharan Africa,Chad,UNESCO,TCD,2021,3
Africa,Sub-Saharan Africa,Chad,UNFPA,TCD,2021,24
Africa,Sub-Saharan Africa,Chad,UNHCR,TCD,2021,243
Africa,Sub-Saharan Africa,Chad,UNICEF,TCD,2021,142
Africa,Sub-Saharan Africa,Chad,WFP,TCD,2021,166
Africa,Sub-Saharan Africa,Chad,WHO,TCD,2021,50
Africa,Sub-Saharan Africa,Comoros,FAO,COM,2021,3
Africa,Sub-Saharan Africa,Comoros,ILO,COM,2021,1
Africa,Sub-Saharan Africa,Comoros,ITC,COM,2021,1
Africa,Sub-Saharan Africa,Comoros,UN,COM,2021,10
Africa,Sub-Saharan Africa,Comoros,UNDP,COM,2021,29
Africa,Sub-Saharan Africa,Comoros,UNESCO,COM,2021,3
Africa,Sub-Saharan Africa,Comoros,UNFPA,COM,2021,10
Africa,Sub-Saharan Africa,Comoros,UNHCR,COM,2021,2
Africa,Sub-Saharan Africa,Comoros,UNICEF,COM,2021,24
Africa,Sub-Saharan Africa,Comoros,UNJSPF,COM,2021,2
Africa,Sub-Saharan Africa,Comoros,WHO,COM,2021,15
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,FAO,COD,2021,13
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,IAEA,COD,2021,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,IFAD,COD,2021,2
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,ILO,COD,2021,19
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,IMO,COD,2021,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,IOM,COD,2021,9
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,ITC,COD,2021,2
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,ITU,COD,2021,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,PAHO,COD,2021,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,UN,COD,2021,1 775
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,UN WOMEN,COD,2021,5
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,UNAIDS,COD,2021,12
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,UNDP,COD,2021,112
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,UNESCO,COD,2021,13
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,UNFPA,COD,2021,64
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,UNHCR,COD,2021,309
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,UNICEF,COD,2021,342
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,UNIDO,COD,2021,4
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,UNOPS,COD,2021,6
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,UNRWA,COD,2021,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,WFP,COD,2021,284
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,WHO,COD,2021,119
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,WIPO,COD,2021,4
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,WMO,COD,2021,1
Africa,Sub-Saharan Africa,Djibouti,FAO,DJI,2021,7
Africa,Sub-Saharan Africa,Djibouti,IAEA,DJI,2021,1
Africa,Sub-Saharan Africa,Djibouti,ILO,DJI,2021,1
Africa,Sub-Saharan Africa,Djibouti,IOM,DJI,2021,4
Africa,Sub-Saharan Africa,Djibouti,UN,DJI,2021,17
Africa,Sub-Saharan Africa,Djibouti,UNAIDS,DJI,2021,3
Africa,Sub-Saharan Africa,Djibouti,UNDP,DJI,2021,13
Africa,Sub-Saharan Africa,Djibouti,UNESCO,DJI,2021,2
Africa,Sub-Saharan Africa,Djibouti,UNFPA,DJI,2021,7
Africa,Sub-Saharan Africa,Djibouti,UNHCR,DJI,2021,31
Africa,Sub-Saharan Africa,Djibouti,UNICEF,DJI,2021,27
Africa,Sub-Saharan Africa,Djibouti,WFP,DJI,2021,47
Africa,Sub-Saharan Africa,Djibouti,WHO,DJI,2021,10
Africa,Sub-Saharan Africa,Equatorial Guinea,FAO,GNQ,2021,4
Africa,Sub-Saharan Africa,Equatorial Guinea,UN,GNQ,2021,7
Africa,Sub-Saharan Africa,Equatorial Guinea,UNDP,GNQ,2021,14
Africa,Sub-Saharan Africa,Equatorial Guinea,UNFPA,GNQ,2021,8
Africa,Sub-Saharan Africa,Equatorial Guinea,UNICEF,GNQ,2021,12
Africa,Sub-Saharan Africa,Equatorial Guinea,WHO,GNQ,2021,9
Africa,Sub-Saharan Africa,Eritrea,FAO,ERI,2021,7
Africa,Sub-Saharan Africa,Eritrea,IAEA,ERI,2021,1
Africa,Sub-Saharan Africa,Eritrea,ICSC,ERI,2021,1
Africa,Sub-Saharan Africa,Eritrea,IFAD,ERI,2021,1
Africa,Sub-Saharan Africa,Eritrea,ILO,ERI,2021,3
Africa,Sub-Saharan Africa,Eritrea,IMO,ERI,2021,1
Africa,Sub-Saharan Africa,Eritrea,IOM,ERI,2021,2
Africa,Sub-Saharan Africa,Eritrea,ITCILO,ERI,2021,1
Africa,Sub-Saharan Africa,Eritrea,ITU,ERI,2021,1
Africa,Sub-Saharan Africa,Eritrea,JIU,ERI,2021,1
Africa,Sub-Saharan Africa,Eritrea,UN,ERI,2021,67
Africa,Sub-Saharan Africa,Eritrea,UNAIDS,ERI,2021,2
Africa,Sub-Saharan Africa,Eritrea,UNDP,ERI,2021,37
Africa,Sub-Saharan Africa,Eritrea,UNESCO,ERI,2021,2
Africa,Sub-Saharan Africa,Eritrea,UNFPA,ERI,2021,11
Africa,Sub-Saharan Africa,Eritrea,UNHCR,ERI,2021,21
Africa,Sub-Saharan Africa,Eritrea,UNICEF,ERI,2021,44
Africa,Sub-Saharan Africa,Eritrea,UNOPS,ERI,2021,3
Africa,Sub-Saharan Africa,Eritrea,WFP,ERI,2021,15
Africa,Sub-Saharan Africa,Eritrea,WHO,ERI,2021,25
Africa,Sub-Saharan Africa,Ethiopia,CTBTO,ETH,2021,4
Africa,Sub-Saharan Africa,Ethiopia,FAO,ETH,2021,37
Africa,Sub-Saharan Africa,Ethiopia,IAEA,ETH,2021,8
Africa,Sub-Saharan Africa,Ethiopia,ICAO,ETH,2021,6
Africa,Sub-Saharan Africa,Ethiopia,ICSC,ETH,2021,1
Africa,Sub-Saharan Africa,Ethiopia,IFAD,ETH,2021,8
Africa,Sub-Saharan Africa,Ethiopia,ILO,ETH,2021,66
Africa,Sub-Saharan Africa,Ethiopia,IMO,ETH,2021,1
Africa,Sub-Saharan Africa,Ethiopia,IOM,ETH,2021,220
Africa,Sub-Saharan Africa,Ethiopia,ITC,ETH,2021,2
Africa,Sub-Saharan Africa,Ethiopia,ITU,ETH,2021,8
Africa,Sub-Saharan Africa,Ethiopia,UN,ETH,2021,788
Africa,Sub-Saharan Africa,Ethiopia,UN WOMEN,ETH,2021,23
Africa,Sub-Saharan Africa,Ethiopia,UNAIDS,ETH,2021,10
Africa,Sub-Saharan Africa,Ethiopia,UNDP,ETH,2021,156
Africa,Sub-Saharan Africa,Ethiopia,UNESCO,ETH,2021,33
Africa,Sub-Saharan Africa,Ethiopia,UNFCCC,ETH,2021,1
Africa,Sub-Saharan Africa,Ethiopia,UNFPA,ETH,2021,77
Africa,Sub-Saharan Africa,Ethiopia,UNHCR,ETH,2021,401
Africa,Sub-Saharan Africa,Ethiopia,UNICC,ETH,2021,3
Africa,Sub-Saharan Africa,Ethiopia,UNICEF,ETH,2021,392
Africa,Sub-Saharan Africa,Ethiopia,UNIDO,ETH,2021,5
Africa,Sub-Saharan Africa,Ethiopia,UNJSPF,ETH,2021,2
Africa,Sub-Saharan Africa,Ethiopia,UNOPS,ETH,2021,7
Africa,Sub-Saharan Africa,Ethiopia,UNRWA,ETH,2021,1
Africa,Sub-Saharan Africa,Ethiopia,WFP,ETH,2021,524
Africa,Sub-Saharan Africa,Ethiopia,WHO,ETH,2021,180
Africa,Sub-Saharan Africa,Ethiopia,WIPO,ETH,2021,2
Africa,Sub-Saharan Africa,Ethiopia,WMO,ETH,2021,2
Africa,Sub-Saharan Africa,Gabon,FAO,GAB,2021,11
Africa,Sub-Saharan Africa,Gabon,ICAO,GAB,2021,1
Africa,Sub-Saharan Africa,Gabon,ILO,GAB,2021,2
Africa,Sub-Saharan Africa,Gabon,IOM,GAB,2021,1
Africa,Sub-Saharan Africa,Gabon,ITU,GAB,2021,1
Africa,Sub-Saharan Africa,Gabon,UN,GAB,2021,28
Africa,Sub-Saharan Africa,Gabon,UNAIDS,GAB,2021,2
Africa,Sub-Saharan Africa,Gabon,UNDP,GAB,2021,5
Africa,Sub-Saharan Africa,Gabon,UNESCO,GAB,2021,8
Africa,Sub-Saharan Africa,Gabon,UNFPA,GAB,2021,7
Africa,Sub-Saharan Africa,Gabon,UNHCR,GAB,2021,4
Africa,Sub-Saharan Africa,Gabon,UNICEF,GAB,2021,14
Africa,Sub-Saharan Africa,Gabon,WHO,GAB,2021,32
Africa,Sub-Saharan Africa,Gabon,WIPO,GAB,2021,1
Africa,Sub-Saharan Africa,Gambia,FAO,GMB,2021,7
Africa,Sub-Saharan Africa,Gambia,ICAO,GMB,2021,3
Africa,Sub-Saharan Africa,Gambia,IFAD,GMB,2021,3
Africa,Sub-Saharan Africa,Gambia,IOM,GMB,2021,9
Africa,Sub-Saharan Africa,Gambia,ITU,GMB,2021,1
Africa,Sub-Saharan Africa,Gambia,JIU,GMB,2021,1
Africa,Sub-Saharan Africa,Gambia,UN,GMB,2021,41
Africa,Sub-Saharan Africa,Gambia,UNAIDS,GMB,2021,4
Africa,Sub-Saharan Africa,Gambia,UNDP,GMB,2021,42
Africa,Sub-Saharan Africa,Gambia,UNESCO,GMB,2021,4
Africa,Sub-Saharan Africa,Gambia,UNFPA,GMB,2021,11
Africa,Sub-Saharan Africa,Gambia,UNHCR,GMB,2021,1
Africa,Sub-Saharan Africa,Gambia,UNICEF,GMB,2021,42
